,Movie_name,movie_type,Director,Actors,Movie_Description,Release_Year,Time_duration'M',Imdb_Rating,Imdb_votes,Meta_score,Decade
229, Catch Me If You Can,PG-13,Steven Spielberg,Leonardo DiCaprioTom HanksChristopher Walken,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",2002,141,8.1,1200000,75.0,2000
230, Man on the Moon,R,Milos Forman,Jim CarreyDanny DeVitoGerry Becker,The life and career of legendary comedian Andy Kaufman.,1999,118,7.4,141000,58.0,1990
231, Alive,R,Frank Marshall,Ethan HawkeVincent SpanoJosh Hamilton,"After crash-landing in the snowswept Andes, a Uruguayan rugby team has no choice but to turn to desperate measures in order to survive.",1993,128,7.1,67000,56.0,1990
232, Spy Game,R,Tony Scott,Robert RedfordBrad PittCatherine McCormack,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,2001,126,7.1,172000,63.0,2000
233, Changeling,R,Clint Eastwood,Angelina JolieColm FeoreAmy Ryan,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope.",2008,141,7.7,270000,63.0,2000
234, The Reader,R,Stephen Daldry,Kate WinsletRalph FiennesBruno Ganz,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",2008,124,7.6,268000,58.0,2000
235, Predator,R,John McTiernan,Arnold SchwarzeneggerCarl WeathersKevin Peter Hall,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1987,107,7.8,476000,47.0,1980
236, Heist,R,David Mamet,Gene HackmanRebecca PidgeonDanny DeVito,"A career jewel thief finds himself at tense odds with his longtime partner, a crime boss who sends his nephew to keep watch.",2001,109,6.5,40000,66.0,2000
237, The Bank Job,R,Roger Donaldson,Jason StathamSaffron BurrowsStephen Campbell Moore,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,2008,111,7.2,193000,69.0,2000
238, Blue Velvet,R,David Lynch,Isabella RosselliniKyle MacLachlanDennis Hopper,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",1986,120,7.7,231000,75.0,1980
239, High Fidelity,R,Stephen Frears,John CusackIben HjejleTodd Louiso,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",2000,113,7.4,195000,79.0,2000
240, The Curious Case of Benjamin Button,PG-13,David Fincher,Brad PittCate BlanchettTilda Swinton,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby.",2008,166,7.8,720000,70.0,2000
241, The English Patient,R,Anthony Minghella,Ralph FiennesJuliette BinocheWillem Dafoe,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",1996,162,7.4,208000,86.0,1990
242, The Wizard of Oz,G,sVictor FlemingKing Vidor,Judy GarlandFrank MorganRay Bolger,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",1939,102,8.1,449000,92.0,1930
243, The Philadelphia Story,Approved,George Cukor,Cary GrantKatharine HepburnJames Stewart,"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",1940,112,7.8,76000,96.0,1940
244, Rio Bravo,Approved,Howard Hawks,John WayneDean MartinRicky Nelson,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",1959,141,8.0,71000,93.0,1950
245, The Chorus,PG-13,Christophe Barratier,Gérard JugnotFrançois BerléandJean-Baptiste Maunier,"Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu.",2004,97,7.8,69000,56.0,2000
246, Lord of War,R,Andrew Niccol,Nicolas CageEthan HawkeJared Leto,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,2005,122,7.6,348000,62.0,2000
247," Lock, Stock and Two Smoking Barrels",R,Guy Ritchie,Jason FlemyngDexter FletcherNick Moran,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",1998,107,8.1,634000,67.0,1990
248, Big Fish,PG-13,Tim Burton,Ewan McGregorAlbert FinneyBilly Crudup,A frustrated son tries to determine the fact from fiction in his dying father's life.,2003,125,8.0,469000,58.0,2000
249, Dead Alive,R,Peter Jackson,Timothy BalmeDiana PeñalverElizabeth Moody,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.",1992,104,7.5,107000,54.0,1990
250, The Quiet American,R,Phillip Noyce,Michael CaineBrendan FraserDo Thi Hai Yen,An old British reporter vies with a young U.S. doctor for the affections of a beautiful Vietnamese woman.,2002,101,7.0,30000,84.0,2000
251, Lost Highway,R,David Lynch,Bill PullmanPatricia ArquetteJohn Roselius,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",1997,134,7.6,163000,53.0,1990
252, Minority Report,PG-13,Steven Spielberg,Tom CruiseColin FarrellSamantha Morton,"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder.",2002,145,7.6,601000,80.0,2000
253, Eastern Promises,R,David Cronenberg,Naomi WattsViggo MortensenArmin Mueller-Stahl,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,2007,100,7.6,270000,83.0,2000
254, Ocean's Eleven,PG-13,Steven Soderbergh,George ClooneyBrad PittJulia Roberts,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",2001,116,7.7,644000,74.0,2000
255, Water for Elephants,PG-13,Francis Lawrence,Robert PattinsonReese WitherspoonChristoph Waltz,"Jacob takes a job as an animal caretaker in a traveling circus. There he meets Marlena, a beautiful circus performer. Their shared compassion for a special elephant Rosie leads to love, but Marlena's cruel husband stands in their way.",2011,120,6.9,122000,52.0,2010
256, Love Actually,R,Richard Curtis,Hugh GrantMartine McCutcheonLiam Neeson,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",2003,135,7.6,558000,55.0,2000
257, About Schmidt,R,Alexander Payne,Jack NicholsonHope DavisDermot Mulroney,"Newly retired from the insurance industry, Omaha native Warren Schmidt embarks on an RV journey to his estranged daughter Jeannie's wedding in Denver Colorado, only to discover more about himself and life than he ever expected.",2002,125,7.2,136000,85.0,2000
258, The Horse Whisperer,PG-13,Robert Redford,Robert RedfordKristin Scott ThomasSam Neill,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,1998,169,6.7,45000,65.0,1990
259, Pan's Labyrinth,R,Guillermo del Toro,Ivana BaqueroAriadna GilSergi López,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",2006,118,8.2,723000,98.0,2000
260, Corpse Bride,PG,sTim BurtonMike Johnson,Johnny DeppHelena Bonham CarterEmily Watson,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.",2005,77,7.4,313000,83.0,2000
261, Rosemary's Baby,R,Roman Polanski,Mia FarrowJohn CassavetesRuth Gordon,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",1968,137,8.0,248000,96.0,1960
262, The Station Agent,R,Tom McCarthy,Peter DinklagePatricia ClarksonBobby Cannavale,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",2003,89,7.6,75000,81.0,2000
263," Monsters, Inc",G,sPete DocterDavid SilvermanLee Unkrich,Billy CrystalJohn GoodmanMary Gibbs,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",2001,92,8.1,1000000,79.0,2000
264, Martyrs,R,Pascal Laugier,Morjana AlaouiMylène JampanoïCatherine Bégin,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",2008,99,7.0,113000,83.0,2000
265, The Sting,PG,George Roy Hill,Paul NewmanRobert RedfordRobert Shaw,Two grifters team up to pull off the ultimate con.,1973,129,8.3,290000,68.78,1970
266, My Fair Lady,G,George Cukor,Audrey HepburnRex HarrisonStanley Holloway,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.",1964,170,7.7,105000,95.0,1960
267, The Virgin Suicides,R,Sofia Coppola,Kirsten DunstJosh HartnettJames Woods,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",1999,97,7.2,178000,77.0,1990
268, Moulin Rouge!,PG-13,Baz Luhrmann,Nicole KidmanEwan McGregorJohn Leguizamo,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.,2001,127,7.6,307000,66.0,2000
269, Evil Dead II,R,Sam Raimi,Bruce CampbellSarah BerryDan Hicks,"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.",1987,84,7.7,189000,72.0,1980
270, Biutiful,R,Alejandro G. Iñárritu,Javier BardemMaricel ÁlvarezHanaa Bouchaib,A man dying of cancer tries his best to leave the world on his own terms.,2010,148,7.4,96000,58.0,2010
271, Frozen,PG,sChris BuckJennifer Lee,Kristen BellIdina MenzelJonathan Groff,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",2013,102,7.4,687000,75.0,2010
272, Wonder Boys,R,Curtis Hanson,Michael DouglasTobey MaguireFrances McDormand,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",2000,107,7.2,68000,74.0,2000
273, Leaving Las Vegas,R,Mike Figgis,Nicolas CageElisabeth ShueJulian Sands,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",1995,111,7.5,140000,82.0,1990
274, Irreversible,Not Rated,Gaspar Noé,Monica BellucciVincent CasselAlbert Dupontel,Events over the course of one traumatic night in Paris unfold in reverse-chronological order.,2002,97,7.3,155000,51.0,2000
275, Lincoln,PG-13,Steven Spielberg,Daniel Day-LewisSally FieldDavid Strathairn,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.",2012,150,7.3,278000,87.0,2010
276, Zero Dark Thirty,R,Kathryn Bigelow,Jessica ChastainJoel EdgertonChris Pratt,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",2012,157,7.4,330000,95.0,2010
277, The Abyss,PG-13,James Cameron,Ed HarrisMary Elizabeth MastrantonioMichael Biehn,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,1989,140,7.5,201000,62.0,1980
278, Monster's Ball,R,Marc Forster,Billy Bob ThorntonHalle BerryTaylor Simpson,"After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.",2001,111,7.0,96000,69.0,2000
279, Donnie Brasco,R,Mike Newell,Al PacinoJohnny DeppMichael Madsen,An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,1997,127,7.7,344000,77.0,1990
280, Perfume: The Story of a Murderer,R,Tom Tykwer,Ben WhishawDustin HoffmanAlan Rickman,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",2006,147,7.5,273000,56.0,2000
281, The Skin I Live In,R,Pedro Almodóvar,Antonio BanderasElena AnayaJan Cornet,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",2011,120,7.6,174000,70.0,2010
282, Prisoners,R,Denis Villeneuve,Hugh JackmanJake GyllenhaalViola Davis,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,2013,153,8.2,868000,70.0,2010
283, Blood Diamond,R,Edward Zwick,Leonardo DiCaprioDjimon HounsouJennifer Connelly,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",2006,143,8.0,606000,64.0,2000
284, True Romance,R,Tony Scott,Christian SlaterPatricia ArquetteDennis Hopper,"In Detroit, a pop-culture enthusiast steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple.",1993,119,7.9,252000,59.0,1990
285, Boys Don't Cry,R,Kimberly Peirce,Hilary SwankChloë SevignyPeter Sarsgaard,"A young transgender man named Brandon navigates love, life, and trying to pass as a boy in rural Nebraska.",1999,118,7.5,106000,86.0,1990
286, Sophie's Choice,R,Alan J. Pakula,Meryl StreepKevin KlinePeter MacNicol,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",1982,150,7.5,55000,68.0,1980
287, Walk the Line,PG-13,James Mangold,Joaquin PhoenixReese WitherspoonGinnifer Goodwin,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",2005,136,7.8,274000,72.0,2000
288, The Machinist,R,Brad Anderson,Christian BaleJennifer Jason LeighAitana Sánchez-Gijón,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,2004,101,7.6,429000,61.0,2000
289, Mammoth,Not Rated,Lukas Moodysson,Gael García BernalMichelle WilliamsMarife Necesito,"When a father has to leave his family in New York, for a business trip to Thailand in the gaming industry, fatal destinies collide.",2009,125,6.8,11000,51.0,2000
290, Carrie,R,Brian De Palma,Sissy SpacekPiper LaurieAmy Irving,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",1976,98,7.4,217000,86.0,1970
291, A,PG-13,Steven Spielberg,Haley Joel OsmentJude LawFrances O'Connor,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",2001,146,7.2,331000,65.0,2000
292, Priceless,R,Pierre Salvadori,Audrey TautouGad ElmalehMarie-Christine Adam,"Jean, a shy waiter who works at a high-end hotel, is mistaken for a young millionaire by the beautiful and intriguing fortune hunter Irene.",2006,106,7.0,34000,72.0,2000
293, Les Misérables,PG-13,Tom Hooper,Hugh JackmanRussell CroweAnne Hathaway,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",2012,158,7.5,354000,63.0,2010
294, It's Complicated,R,Nancy Meyers,Meryl StreepSteve MartinAlec Baldwin,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",2009,120,6.5,101000,57.0,2000
295, Chocolat,PG-13,Lasse Hallström,Juliette BinocheJohnny DeppJudi Dench,"Single mother Vianne Rocher and her young daughter arrive in a rural French town in the winter of 1959, and open an unusual chocolate shop that disrupts the moral fiber of the strictly Catholic townsfolk and mayor.",2000,121,7.2,206000,64.0,2000
296, A History of Violence,R,David Cronenberg,Viggo MortensenMaria BelloEd Harris,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",2005,96,7.4,264000,82.0,2000
297, Mulholland Drive,R,David Lynch,Naomi WattsLaura HarringJustin Theroux,"After a car wreck on Mulholland Drive renders a woman amnesiac, she and a Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",2001,147,7.9,406000,87.0,2000
298, Raging Bull,R,Martin Scorsese,Robert De NiroCathy MoriartyJoe Pesci,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1980,129,8.1,395000,90.0,1980
299, The Crow,R,Alex Proyas,Brandon LeeMichael WincottRochelle Davis,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural avenger.",1994,102,7.5,222000,72.0,1990
300, The Bridges of Madison County,PG-13,Clint Eastwood,Clint EastwoodMeryl StreepAnnie Corley,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,1995,135,7.6,93000,69.0,1990
301, Donnie Darko,R,Richard Kelly,Jake GyllenhaalJena MaloneMary McDonnell,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",2001,113,8.0,880000,88.0,2000
302, The Cider House Rules,PG-13,Lasse Hallström,Tobey MaguireCharlize TheronMichael Caine,"During World War II, an orphan grows up under the tutelage of a doctor who runs an orphanage. However, he yearns for freedom and soon decides to leave in order to make a life for himself.",1999,126,7.4,107000,75.0,1990
303, Spartacus,PG-13,sStanley KubrickAnthony Mann,Kirk DouglasLaurence OlivierTony Curtis,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",1960,120,7.9,148000,87.0,1960
304, Lethal Weapon,R,Richard Donner,Mel GibsonDanny GloverGary Busey,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,1987,109,7.6,286000,68.0,1980
305, Mad Max,R,George Miller,Mel GibsonJoanne SamuelHugh Keays-Byrne,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",1979,88,6.8,238000,73.0,1970
306, The Blues Brothers,R,John Landis,John BelushiDan AykroydCab Calloway,"Jake Blues rejoins his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",1980,133,7.9,222000,60.0,1980
307, Dancer in the Dark,R,Lars von Trier,BjörkCatherine DeneuveDavid Morse,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,2000,135,7.9,120000,63.0,2000
308, Training Day,R,Antoine Fuqua,Denzel WashingtonEthan HawkeScott Glenn,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,2001,122,7.8,495000,71.0,2000
309, Sabrina,Approved,Billy Wilder,Humphrey BogartAudrey HepburnWilliam Holden,"After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved with her.",1954,113,7.6,73000,72.0,1950
310, Dark Passage,Approved,Delmer Daves,Humphrey BogartLauren BacallBruce Bennett,A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.,1947,106,7.5,23000,68.0,1940
311, Marathon Man,R,John Schlesinger,Dustin HoffmanLaurence OlivierRoy Scheider,"After the murder of his older brother, a New York history student is hounded by shadowy government agents on the trail of a Nazi war criminal who is trying to retrieve smuggled diamonds.",1976,125,7.4,73000,64.0,1970
312, In the Bedroom,R,Todd Field,Tom WilkinsonSissy SpacekNick Stahl,A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.,2001,131,7.4,43000,86.0,2000
313, Thank You for Smoking,R,Jason Reitman,Aaron EckhartCameron BrightMaria Bello,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year-old son.",2005,92,7.5,232000,71.0,2000
314, RoboCop,R,Paul Verhoeven,Peter WellerNancy AllenDan O'Herlihy,"In a dystopian, crime-ridden Detroit, Michigan, young police officer Alex Murphy is brutally murdered by a ruthless gang, only to be resurrected by a powerful corporation as the cyborg RoboCop, who soon seeks revenge on his killers.",1987,102,7.6,296000,70.0,1980
315, Insomnia,R,Christopher Nolan,Al PacinoRobin WilliamsHilary Swank,A Los Angeles detective chases a murder suspect in a remote Alaskan town.,2002,118,7.2,329000,78.0,2000
316, Iron Man,PG-13,Jon Favreau,Robert Downey Jr.Gwyneth PaltrowTerrence Howard,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008,126,7.9,1200000,79.0,2000
317, Sleepy Hollow,R,Tim Burton,Johnny DeppChristina RicciMiranda Richardson,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,1999,105,7.3,399000,65.0,1990
318, Shaun of the Dead,R,Edgar Wright,Simon PeggNick FrostKate Ashfield,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",2004,99,7.9,618000,76.0,2000
319," They Shoot Horses, Don't They?",M,Sydney Pollack,Jane FondaMichael SarrazinSusannah York,The lives of a disparate group of contestants intertwine in a grueling and inhumane dance marathon.,1969,129,7.8,22000,72.0,1960
320, The Last Detail,R,Hal Ashby,Jack NicholsonRandy QuaidOtis Young,"Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.",1973,104,7.5,30000,86.0,1970
321, The Aviator,PG-13,Martin Scorsese,Leonardo DiCaprioCate BlanchettKate Beckinsale,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,2004,170,7.5,394000,77.0,2000
322, 127 Hours,R,Danny Boyle,James FrancoAmber TamblynKate Mara,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",2010,94,7.5,413000,82.0,2010
323, Dogville,R,Lars von Trier,Nicole KidmanPaul BettanyLauren Bacall,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",2003,171,8.0,164000,61.0,2000
324, Dawn of the Dead,Unrated,George A. Romero,David EmgeKen ForeeScott H. Reiniger,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",1978,127,7.8,133000,71.0,1970
325, The Orphanage,R,J.A. Bayona,Belén RuedaFernando CayoRoger Príncep,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.",2007,105,7.4,167000,74.0,2000
326, Crash,R,Paul Haggis,Don CheadleSandra BullockThandiwe Newton,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",2004,112,7.7,455000,66.0,2000
327, All the President's Men,PG,Alan J. Pakula,Dustin HoffmanRobert RedfordJack Warden,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",1976,138,7.9,131000,84.0,1970
328, No Man's Land,R,Danis Tanovic,Branko DjuricRene BitorajacFilip Sovagovic,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",2001,98,7.9,50000,84.0,2000
329, An Affair to Remember,Approved,Leo McCarey,Cary GrantDeborah KerrRichard Denning,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,1957,115,7.4,35000,71.0,1950
330, Out of Sight,R,Steven Soderbergh,George ClooneyJennifer LopezVing Rhames,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",1998,123,7.0,103000,84.0,1990
331, All About My Mother,R,Pedro Almodóvar,Cecilia RothMarisa ParedesCandela Peña,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.",1999,101,7.8,106000,87.0,1990
332, The Life of David Gale,R,Alan Parker,Kevin SpaceyKate WinsletLaura Linney,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,2003,130,7.5,129000,31.0,2000
333, I Saw the Devil,Not Rated,Kim Jee-woon,Lee Byung-hunChoi Min-sikJeon Gook-hwan,A secret agent exacts revenge on a serial killer through a series of captures and releases.,2010,144,7.8,156000,67.0,2010
334, The Motorcycle Diaries,R,Walter Salles,Gael García BernalRodrigo de la SernaMía Maestro,"Ernesto Guevara de la Serna, popularly known as Che, along with his friend Alberto Granado, decides to take a road trip across South America. His experiences on the journey transform him.",2004,126,7.7,107000,75.0,2000
335, Looper,R,Rian Johnson,Joseph Gordon-LevittBruce WillisEmily Blunt,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",2012,119,7.4,616000,84.0,2010
336, The Caine Mutiny,Approved,Edward Dmytryk,Humphrey BogartJosé FerrerVan Johnson,"When a U.S. Naval captain shows signs of mental instability that jeopardises the ship, the first officer is urged to consider relieving him of command.",1954,124,7.7,31000,63.0,1950
337, Babel,R,Alejandro G. Iñárritu,Brad PittCate BlanchettGael García Bernal,"Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.",2006,143,7.5,324000,69.0,2000
338, GoldenEye,PG-13,Martin Campbell,Pierce BrosnanSean BeanIzabella Scorupco,"When a powerful secret defense system is stolen, James Bond is assigned to stop a Russian crime syndicate from using it.",1995,130,7.2,277000,65.0,1990
339, Enemy of the State,R,Tony Scott,Will SmithGene HackmanJon Voight,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,1998,132,7.3,267000,67.0,1990
340, The Bourne Supremacy,PG-13,Paul Greengrass,Matt DamonFranka PotenteJoan Allen,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",2004,108,7.7,499000,73.0,2000
341, Sunshine,R,Danny Boyle,Cillian MurphyRose ByrneChris Evans,A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,2007,107,7.2,276000,64.0,2000
342, Pirates of the Caribbean: Dead Man's Chest,PG-13,Gore Verbinski,Johnny DeppOrlando BloomKeira Knightley,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",2006,151,7.4,795000,53.0,2000
343, The Dirty Dozen,Approved,Robert Aldrich,Lee MarvinErnest BorgnineCharles Bronson,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",1967,150,7.7,82000,73.0,1960
344, Sleepers,R,Barry Levinson,Robert De NiroKevin BaconBrad Pitt,A reporter and a District Attorney help childhood friends who killed a sadistic guard.,1996,147,7.5,245000,49.0,1990
345, Shrek,PG,sAndrew AdamsonVicky Jenson,Mike MyersEddie MurphyCameron Diaz,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2001,90,7.9,771000,84.0,2000
346, Edward Scissorhands,PG-13,Tim Burton,Johnny DeppWinona RyderDianne Wiest,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,1990,105,7.9,545000,74.0,1990
